Datefirstseen,Event,XEvent,Proto,SrcIPAddr:Port,DstIPAddr:Port,X-SrcIPAddr:Port,X-DstIPAddr:Port,InByte,OutByte
2020-02-25 12:11:06.180,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:61383,0.0.0.0:0,0.0.0.0:0,772,0
2020-02-25 12:11:06.180,INVALID,Ignore,TCP,192.168.250.39:49759,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,307,0
2020-02-25 12:11:06.180,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:49759,0.0.0.0:0,0.0.0.0:0,862,0
2020-02-25 12:11:06.190,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:61382,0.0.0.0:0,0.0.0.0:0,772,0
2020-02-25 12:11:06.200,INVALID,Ignore,TCP,192.168.250.39:49761,62.128.100.237:443,0.0.0.0:0,0.0.0.0:0,224,0
2020-02-25 12:11:06.220,INVALID,Ignore,TCP,62.128.100.237:443,217.15.20.194:49761,0.0.0.0:0,0.0.0.0:0,184,0
2020-02-25 12:11:06.320,INVALID,Ignore,UDP,192.168.250.39:56609,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,126,0
2020-02-25 12:11:06.320,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:56609,0.0.0.0:0,0.0.0.0:0,1080,0
2020-02-25 12:11:06.510,INVALID,Ignore,UDP,192.168.250.39:59889,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,738,0
2020-02-25 12:11:06.520,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:59889,0.0.0.0:0,0.0.0.0:0,1590,0
2020-02-25 12:11:06.530,INVALID,Ignore,UDP,192.168.250.39:59741,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,195,0
2020-02-25 12:11:06.540,INVALID,Ignore,TCP,192.168.250.39:54905,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,298,0
2020-02-25 12:11:06.540,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:54905,0.0.0.0:0,0.0.0.0:0,824,0
2020-02-25 12:11:06.590,INVALID,Ignore,UDP,192.168.250.50:61838,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,140,0
2020-02-25 12:11:06.590,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:59741,0.0.0.0:0,0.0.0.0:0,1076,0
2020-02-25 12:11:06.590,INVALID,Ignore,TCP,192.168.250.39:61143,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,303,0
2020-02-25 12:11:06.590,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:61143,0.0.0.0:0,0.0.0.0:0,768,0
2020-02-25 12:11:06.600,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.50:61838,0.0.0.0:0,0.0.0.0:0,598,0
2020-02-25 12:11:06.600,INVALID,Ignore,TCP,192.168.250.50:50807,13.74.179.117:443,0.0.0.0:0,0.0.0.0:0,1096,0
2020-02-25 12:10:55.600,INVALID,Ignore,TCP,92.118.38.58:37666,217.15.20.194:25,0.0.0.0:0,0.0.0.0:0,1027,0
2020-02-25 12:10:55.600,INVALID,Ignore,TCP,192.168.250.3:25,92.118.38.58:37666,0.0.0.0:0,0.0.0.0:0,972,0
2020-02-25 12:11:06.690,INVALID,Ignore,UDP,192.168.250.39:58286,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,150,0
2020-02-25 12:11:06.690,INVALID,Ignore,UDP,192.168.250.39:58774,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 12:11:06.690,INVALID,Ignore,UDP,192.168.250.39:64447,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,122,0
2020-02-25 12:11:06.690,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:58286,0.0.0.0:0,0.0.0.0:0,468,0
2020-02-25 12:11:06.690,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:58774,0.0.0.0:0,0.0.0.0:0,452,0
2020-02-25 12:11:06.690,INVALID,Ignore,UDP,192.168.250.39:62092,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,126,0
2020-02-25 12:11:06.690,INVALID,Ignore,UDP,192.168.250.39:64785,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 12:11:06.690,INVALID,Ignore,UDP,192.168.250.39:51105,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,240,0
2020-02-25 12:11:06.700,INVALID,Ignore,UDP,192.168.250.39:53008,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,122,0
2020-02-25 12:11:06.700,INVALID,Ignore,UDP,192.168.250.39:56846,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,222,0
2020-02-25 12:11:06.700,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:64447,0.0.0.0:0,0.0.0.0:0,122,0
2020-02-25 12:11:06.710,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:53008,0.0.0.0:0,0.0.0.0:0,460,0
2020-02-25 12:11:06.710,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:62092,0.0.0.0:0,0.0.0.0:0,126,0
2020-02-25 12:11:06.720,INVALID,Ignore,TCP,192.168.250.39:61148,50.7.115.154:80,0.0.0.0:0,0.0.0.0:0,626,0
2020-02-25 12:11:06.720,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:64785,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 12:11:06.730,INVALID,Ignore,UDP,192.168.250.39:54329,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,186,0
2020-02-25 12:11:06.740,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:56846,0.0.0.0:0,0.0.0.0:0,582,0
2020-02-25 12:11:05.340,INVALID,Ignore,TCP,192.168.250.39:54117,95.140.16.20:443,0.0.0.0:0,0.0.0.0:0,1187,0
2020-02-25 12:11:06.740,INVALID,Ignore,UDP,192.168.250.39:55987,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 12:11:06.750,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:54329,0.0.0.0:0,0.0.0.0:0,879,0
2020-02-25 12:11:06.750,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:51105,0.0.0.0:0,0.0.0.0:0,844,0
2020-02-25 12:11:06.760,INVALID,Ignore,UDP,192.168.250.39:58355,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,114,0
2020-02-25 12:11:06.760,INVALID,Ignore,TCP,50.7.115.154:80,217.15.20.194:61148,0.0.0.0:0,0.0.0.0:0,335,0
2020-02-25 12:11:06.760,INVALID,Ignore,UDP,192.168.250.39:60148,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 12:11:06.770,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:60148,0.0.0.0:0,0.0.0.0:0,458,0
2020-02-25 12:11:06.770,INVALID,Ignore,TCP,192.168.250.39:61155,149.28.186.159:80,0.0.0.0:0,0.0.0.0:0,585,0
2020-02-25 12:11:06.770,INVALID,Ignore,UDP,192.168.250.39:62613,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,183,0
2020-02-25 12:11:06.770,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:55987,0.0.0.0:0,0.0.0.0:0,558,0
2020-02-25 12:11:06.780,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:58355,0.0.0.0:0,0.0.0.0:0,452,0
2020-02-25 12:11:06.780,INVALID,Ignore,UDP,192.168.250.39:64733,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 12:11:06.790,INVALID,Ignore,UDP,192.168.250.39:60519,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,148,0
2020-02-25 12:11:06.790,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:64733,0.0.0.0:0,0.0.0.0:0,458,0
2020-02-25 12:11:06.790,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:60519,0.0.0.0:0,0.0.0.0:0,898,0
2020-02-25 12:11:06.800,INVALID,Ignore,TCP,192.168.250.39:61169,45.32.244.221:80,0.0.0.0:0,0.0.0.0:0,585,0
2020-02-25 12:11:06.800,INVALID,Ignore,UDP,192.168.250.39:53656,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,186,0
2020-02-25 12:11:06.800,INVALID,Ignore,TCP,192.168.250.39:61170,178.63.50.140:443,0.0.0.0:0,0.0.0.0:0,156,0
2020-02-25 12:11:06.800,INVALID,Ignore,UDP,192.168.250.39:56943,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,136,0
2020-02-25 12:11:06.840,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:53656,0.0.0.0:0,0.0.0.0:0,636,0
2020-02-25 12:11:06.840,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:62613,0.0.0.0:0,0.0.0.0:0,556,0
2020-02-25 12:11:05.350,INVALID,Ignore,TCP,95.140.16.20:443,217.15.20.194:54117,0.0.0.0:0,0.0.0.0:0,2517,0
2020-02-25 12:11:06.840,INVALID,Ignore,UDP,192.168.250.39:50515,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,120,0
2020-02-25 12:11:06.850,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:50515,0.0.0.0:0,0.0.0.0:0,458,0
2020-02-25 12:11:06.850,INVALID,Ignore,TCP,192.168.250.39:61175,45.76.115.100:80,0.0.0.0:0,0.0.0.0:0,625,0
2020-02-25 12:11:06.860,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:56943,0.0.0.0:0,0.0.0.0:0,700,0
2020-02-25 12:11:06.860,INVALID,Ignore,UDP,192.168.250.39:65096,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,189,0
2020-02-25 12:11:06.870,INVALID,Ignore,UDP,192.168.250.39:54967,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,122,0
2020-02-25 12:11:06.870,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:54967,0.0.0.0:0,0.0.0.0:0,460,0
2020-02-25 12:11:06.890,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:65096,0.0.0.0:0,0.0.0.0:0,837,0
2020-02-25 12:11:06.890,INVALID,Ignore,TCP,192.168.250.39:61178,37.120.143.69:80,0.0.0.0:0,0.0.0.0:0,626,0
2020-02-25 12:11:06.890,INVALID,Ignore,TCP,192.168.250.39:61179,149.28.165.153:80,0.0.0.0:0,0.0.0.0:0,585,0
2020-02-25 12:11:06.890,INVALID,Ignore,UDP,192.168.250.39:61795,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,261,0
2020-02-25 12:11:06.900,INVALID,Ignore,UDP,192.168.250.39:62662,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,180,0
2020-02-25 12:11:06.920,INVALID,Ignore,UDP,192.168.250.39:63603,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,216,0
2020-02-25 12:11:06.930,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:61795,0.0.0.0:0,0.0.0.0:0,960,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,37.120.143.69:80,217.15.20.194:61178,0.0.0.0:0,0.0.0.0:0,295,0
2020-02-25 12:11:06.930,INVALID,Ignore,UDP,192.168.250.39:63559,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,207,0
2020-02-25 12:11:06.950,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:63603,0.0.0.0:0,0.0.0.0:0,1023,0
2020-02-25 12:11:05.930,INVALID,Ignore,TCP,192.168.250.39:50943,82.202.184.159:443,0.0.0.0:0,0.0.0.0:0,1899,0
2020-02-25 12:11:06.960,INVALID,Ignore,UDP,192.168.250.39:50837,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,186,0
2020-02-25 12:11:06.960,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:62662,0.0.0.0:0,0.0.0.0:0,618,0
2020-02-25 12:11:06.960,INVALID,Ignore,UDP,192.168.250.39:58116,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,198,0
2020-02-25 12:11:06.990,INVALID,Ignore,TCP,192.168.250.39:61198,13.32.43.113:443,0.0.0.0:0,0.0.0.0:0,738,0
2020-02-25 12:11:06.990,INVALID,Ignore,TCP,192.168.250.39:61199,13.32.43.57:443,0.0.0.0:0,0.0.0.0:0,883,0
2020-02-25 12:11:06.990,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:50837,0.0.0.0:0,0.0.0.0:0,638,0
2020-02-25 12:11:07.000,INVALID,Ignore,TCP,13.32.43.113:443,217.15.20.194:61198,0.0.0.0:0,0.0.0.0:0,6614,0
2020-02-25 12:11:07.000,INVALID,Ignore,TCP,13.32.43.57:443,217.15.20.194:61199,0.0.0.0:0,0.0.0.0:0,8343,0
2020-02-25 12:11:05.990,INVALID,Ignore,TCP,82.202.184.162:443,217.15.20.194:50944,0.0.0.0:0,0.0.0.0:0,523,0
2020-02-25 12:11:05.950,INVALID,Ignore,TCP,192.168.250.39:50944,82.202.184.162:443,0.0.0.0:0,0.0.0.0:0,1899,0
2020-02-25 12:11:07.000,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:58116,0.0.0.0:0,0.0.0.0:0,927,0
2020-02-25 12:11:07.050,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:63559,0.0.0.0:0,0.0.0.0:0,674,0
2020-02-25 12:11:07.100,INVALID,Ignore,TCP,149.28.186.159:80,217.15.20.194:61155,0.0.0.0:0,0.0.0.0:0,295,0
2020-02-25 12:11:07.100,INVALID,Ignore,TCP,192.168.250.39:61206,95.140.16.20:80,0.0.0.0:0,0.0.0.0:0,466,0
2020-02-25 12:11:07.110,INVALID,Ignore,TCP,95.140.16.20:80,217.15.20.194:61206,0.0.0.0:0,0.0.0.0:0,460,0
2020-02-25 12:11:07.110,INVALID,Ignore,UDP,192.168.250.39:52721,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,213,0
2020-02-25 12:11:07.140,INVALID,Ignore,TCP,45.32.244.221:80,217.15.20.194:61169,0.0.0.0:0,0.0.0.0:0,295,0
2020-02-25 12:11:07.140,INVALID,Ignore,UDP,192.168.250.39:61237,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,177,0
2020-02-25 12:11:07.160,INVALID,Ignore,UDP,192.168.250.39:49987,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,162,0
2020-02-25 12:11:07.170,INVALID,Ignore,UDP,192.168.250.39:51527,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,186,0
2020-02-25 12:11:07.230,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:51527,0.0.0.0:0,0.0.0.0:0,1064,0
2020-02-25 12:11:07.230,INVALID,Ignore,TCP,192.168.250.39:62802,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,260,0
2020-02-25 12:11:07.230,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:62802,0.0.0.0:0,0.0.0.0:0,810,0
2020-02-25 12:11:07.240,INVALID,Ignore,UDP,192.168.250.39:63314,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,128,0
2020-02-25 12:11:07.250,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:63314,0.0.0.0:0,0.0.0.0:0,386,0
2020-02-25 12:11:07.250,INVALID,Ignore,UDP,192.168.250.39:56932,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,130,0
2020-02-25 12:11:07.250,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:61237,0.0.0.0:0,0.0.0.0:0,738,0
2020-02-25 12:11:07.260,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:49987,0.0.0.0:0,0.0.0.0:0,578,0
2020-02-25 12:11:07.260,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:56932,0.0.0.0:0,0.0.0.0:0,1058,0
2020-02-25 12:11:07.270,INVALID,Ignore,TCP,45.76.115.100:80,217.15.20.194:61175,0.0.0.0:0,0.0.0.0:0,295,0
2020-02-25 12:11:07.270,INVALID,Ignore,TCP,149.28.165.153:80,217.15.20.194:61179,0.0.0.0:0,0.0.0.0:0,295,0
2020-02-25 12:11:07.270,INVALID,Ignore,TCP,192.168.250.39:61842,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,303,0
2020-02-25 12:11:07.270,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:61842,0.0.0.0:0,0.0.0.0:0,807,0
2020-02-25 12:11:07.280,INVALID,Ignore,UDP,192.168.250.39:56657,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:11:07.280,INVALID,Ignore,UDP,192.168.250.39:63960,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,231,0
2020-02-25 12:11:07.330,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:63960,0.0.0.0:0,0.0.0.0:0,562,0
2020-02-25 12:11:07.340,INVALID,Ignore,TCP,192.168.250.39:61860,52.142.119.134:443,0.0.0.0:0,0.0.0.0:0,1167,0
2020-02-25 12:11:07.350,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:56657,0.0.0.0:0,0.0.0.0:0,1080,0
2020-02-25 12:11:07.350,INVALID,Ignore,UDP,192.168.250.39:50710,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,146,0
2020-02-25 12:11:07.360,INVALID,Ignore,UDP,192.168.250.39:53083,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,126,0
2020-02-25 12:11:07.360,INVALID,Ignore,TCP,192.168.250.39:58104,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,306,0
2020-02-25 12:11:07.360,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:58104,0.0.0.0:0,0.0.0.0:0,786,0
2020-02-25 12:11:07.360,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:53083,0.0.0.0:0,0.0.0.0:0,384,0
2020-02-25 12:11:07.380,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:50710,0.0.0.0:0,0.0.0.0:0,580,0
2020-02-25 12:11:07.380,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:52721,0.0.0.0:0,0.0.0.0:0,338,0
2020-02-25 12:11:07.400,INVALID,Ignore,TCP,52.142.119.134:443,217.15.20.194:61860,0.0.0.0:0,0.0.0.0:0,7494,0
2020-02-25 12:11:07.450,INVALID,Ignore,UDP,192.168.250.39:53858,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,132,0
2020-02-25 12:11:07.450,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:53858,0.0.0.0:0,0.0.0.0:0,1060,0
2020-02-25 12:11:07.450,INVALID,Ignore,TCP,192.168.250.39:56321,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,264,0
2020-02-25 12:11:07.450,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:56321,0.0.0.0:0,0.0.0.0:0,808,0
2020-02-25 12:11:07.470,INVALID,Ignore,UDP,192.168.250.39:65332,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,148,0
2020-02-25 12:11:07.500,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:65332,0.0.0.0:0,0.0.0.0:0,582,0
2020-02-25 12:11:07.610,INVALID,Ignore,UDP,192.168.250.39:64671,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,118,0
2020-02-25 12:11:07.630,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:64671,0.0.0.0:0,0.0.0.0:0,456,0
2020-02-25 12:11:07.630,INVALID,Ignore,UDP,192.168.250.39:53054,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,144,0
2020-02-25 12:11:07.650,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:53054,0.0.0.0:0,0.0.0.0:0,578,0
2020-02-25 12:11:07.660,INVALID,Ignore,UDP,192.168.250.39:62157,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 12:11:07.670,INVALID,Ignore,UDP,192.168.250.39:64365,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 12:11:07.680,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:62157,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 12:11:07.680,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:64365,0.0.0.0:0,0.0.0.0:0,134,0
2020-02-25 12:11:07.730,INVALID,Ignore,UDP,192.168.250.39:49580,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,126,0
2020-02-25 12:11:07.730,INVALID,Ignore,UDP,192.168.250.39:61552,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,198,0
2020-02-25 12:11:07.740,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:49580,0.0.0.0:0,0.0.0.0:0,126,0
2020-02-25 12:11:06.750,INVALID,Ignore,TCP,192.168.250.39:61149,13.33.243.64:443,0.0.0.0:0,0.0.0.0:0,1603,0
2020-02-25 12:11:06.760,INVALID,Ignore,TCP,192.168.250.39:61153,88.99.186.159:443,0.0.0.0:0,0.0.0.0:0,156,0
2020-02-25 12:11:06.760,INVALID,Ignore,TCP,192.168.250.39:61152,88.99.186.159:443,0.0.0.0:0,0.0.0.0:0,156,0
2020-02-25 12:11:06.760,INVALID,Ignore,TCP,192.168.250.39:61154,88.99.186.159:443,0.0.0.0:0,0.0.0.0:0,156,0
2020-02-25 12:11:06.760,INVALID,Ignore,TCP,192.168.250.39:61151,88.99.186.159:443,0.0.0.0:0,0.0.0.0:0,156,0
2020-02-25 12:11:06.760,INVALID,Ignore,TCP,192.168.250.39:61150,13.32.43.78:443,0.0.0.0:0,0.0.0.0:0,2501,0
2020-02-25 12:11:06.790,INVALID,Ignore,TCP,192.168.250.39:61166,81.19.104.117:443,0.0.0.0:0,0.0.0.0:0,3876,0
2020-02-25 12:11:06.780,INVALID,Ignore,TCP,192.168.250.39:61159,3.123.74.105:443,0.0.0.0:0,0.0.0.0:0,1044,0
2020-02-25 12:11:06.760,INVALID,Ignore,TCP,13.32.43.78:443,217.15.20.194:61150,0.0.0.0:0,0.0.0.0:0,80980,0
2020-02-25 12:11:06.760,INVALID,Ignore,TCP,13.33.243.64:443,217.15.20.194:61149,0.0.0.0:0,0.0.0.0:0,6384,0
2020-02-25 12:11:06.880,INVALID,Ignore,TCP,81.19.104.117:443,217.15.20.194:61173,0.0.0.0:0,0.0.0.0:0,1759,0
2020-02-25 12:11:06.830,INVALID,Ignore,TCP,81.19.104.117:443,217.15.20.194:61166,0.0.0.0:0,0.0.0.0:0,1934,0
2020-02-25 12:11:06.820,INVALID,Ignore,TCP,3.123.74.105:443,217.15.20.194:61159,0.0.0.0:0,0.0.0.0:0,6773,0
2020-02-25 12:11:07.940,INVALID,Ignore,UDP,192.168.250.39:50707,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,150,0
2020-02-25 12:11:07.940,INVALID,Ignore,UDP,192.168.250.39:54814,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,198,0
2020-02-25 12:11:07.950,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:50707,0.0.0.0:0,0.0.0.0:0,852,0
2020-02-25 12:11:06.840,INVALID,Ignore,TCP,192.168.250.39:61173,81.19.104.117:443,0.0.0.0:0,0.0.0.0:0,3554,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,192.168.250.39:61186,178.63.50.140:443,0.0.0.0:0,0.0.0.0:0,156,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,192.168.250.39:61183,88.99.186.159:443,0.0.0.0:0,0.0.0.0:0,470,0
2020-02-25 12:11:07.950,INVALID,Ignore,TCP,192.168.250.39:56350,52.114.75.78:443,0.0.0.0:0,0.0.0.0:0,10365,0
2020-02-25 12:11:07.950,INVALID,Ignore,UDP,192.168.250.39:63527,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,780,0
2020-02-25 12:11:07.980,INVALID,Ignore,UDP,192.168.250.39:51803,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 12:11:07.990,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:63527,0.0.0.0:0,0.0.0.0:0,1590,0
2020-02-25 12:11:08.000,INVALID,Ignore,TCP,192.168.250.39:60422,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,312,0
2020-02-25 12:11:08.000,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:60422,0.0.0.0:0,0.0.0.0:0,808,0
2020-02-25 12:11:06.860,INVALID,Ignore,TCP,192.168.250.39:61176,151.101.36.201:443,0.0.0.0:0,0.0.0.0:0,779,0
2020-02-25 12:11:08.020,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:51803,0.0.0.0:0,0.0.0.0:0,820,0
2020-02-25 12:11:06.960,INVALID,Ignore,TCP,192.168.250.39:61192,34.235.8.187:443,0.0.0.0:0,0.0.0.0:0,1272,0
2020-02-25 12:11:07.010,INVALID,Ignore,TCP,192.168.250.39:61201,3.213.186.114:443,0.0.0.0:0,0.0.0.0:0,1167,0
2020-02-25 12:11:07.000,INVALID,Ignore,TCP,13.32.43.113:443,217.15.20.194:61197,0.0.0.0:0,0.0.0.0:0,6696,0
2020-02-25 12:11:08.060,INVALID,Ignore,TCP,52.114.75.78:443,217.15.20.194:56350,0.0.0.0:0,0.0.0.0:0,6187,0
2020-02-25 12:11:06.990,INVALID,Ignore,TCP,192.168.250.39:61197,13.32.43.113:443,0.0.0.0:0,0.0.0.0:0,778,0
2020-02-25 12:11:07.000,INVALID,Ignore,TCP,13.32.43.113:443,217.15.20.194:61196,0.0.0.0:0,0.0.0.0:0,6696,0
2020-02-25 12:11:08.070,INVALID,Ignore,TCP,88.99.186.159:443,217.15.20.194:61183,0.0.0.0:0,0.0.0.0:0,128,0
2020-02-25 12:11:06.990,INVALID,Ignore,TCP,192.168.250.39:61196,13.32.43.113:443,0.0.0.0:0,0.0.0.0:0,738,0
2020-02-25 12:11:06.690,INVALID,Ignore,TCP,192.168.250.39:61147,173.194.222.94:80,0.0.0.0:0,0.0.0.0:0,1119,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,192.168.250.39:61182,35.153.172.14:443,0.0.0.0:0,0.0.0.0:0,791,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,192.168.250.39:61190,35.153.172.14:443,0.0.0.0:0,0.0.0.0:0,791,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,192.168.250.39:61185,45.32.244.221:80,0.0.0.0:0,0.0.0.0:0,224,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,192.168.250.39:61187,45.76.115.100:80,0.0.0.0:0,0.0.0.0:0,224,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,192.168.250.39:61184,149.28.186.159:80,0.0.0.0:0,0.0.0.0:0,224,0
2020-02-25 12:11:06.930,INVALID,Ignore,TCP,192.168.250.39:61188,149.28.165.153:80,0.0.0.0:0,0.0.0.0:0,224,0
2020-02-25 12:11:06.790,INVALID,Ignore,TCP,192.168.250.39:61163,138.201.57.222:443,0.0.0.0:0,0.0.0.0:0,1453,0
2020-02-25 12:11:06.790,INVALID,Ignore,TCP,192.168.250.39:61161,138.201.57.222:443,0.0.0.0:0,0.0.0.0:0,1475,0
2020-02-25 12:11:06.790,INVALID,Ignore,TCP,192.168.250.39:61162,138.201.57.222:443,0.0.0.0:0,0.0.0.0:0,1482,0
